string_id,gene_name,uniprot_id,uniprot_ac,protein_fullname,degree,degree_cent,betweenness,closeness,eigenvector,pagerank,k_core,clustering_coeff,weighted_degree,community_id,community_size,participation_coeff,within_module_z,num_comm_connected,protein_role,label
9606.ENSP00000370373,FKBP1B,FKB1B_HUMAN,P68106,Peptidyl-prolyl cis-trans isomerase FKBP1B,19.0,0.001196398,1.8e-05,0.250340942,3.97e-05,5.09e-05,16.0,0.470674225,17623.0,4.0,2493.0,0.193905817,0.201239848,2.0,peripheral,0
9606.ENSP00000370376,DUT,DUT_HUMAN,A8K650,,35.0,0.002203891,4.73e-05,0.246825508,7.6e-05,6.47e-05,30.0,0.32267418,30850.0,8.0,1936.0,0.447346939,0.269551559,2.0,peripheral,1
9606.ENSP00000370395,SGTB,SGTB_HUMAN,Q96EQ0,,3.0,0.000188905,0.0,0.198821356,6.85e-05,1.51e-05,3.0,0.869975696,2438.0,17.0,842.0,0.0,-0.987517125,0.0,peripheral,0
9606.ENSP00000370479,VCX3A,VCX3_HUMAN,Q9NNX9,Variable charge X-linked protein 3,7.0,0.000440778,0.000142504,0.204717374,2.43e-06,3.52e-05,6.0,0.110051287,5492.0,8.0,1936.0,0.571428571,-0.784481604,2.0,peripheral,0
9606.ENSP00000370519,ARSF,ARSF_HUMAN,P54793,Arylsulfatase F,6.0,0.00037781,1.13e-05,0.203119433,2.83e-06,2.86e-05,5.0,0.054433625,4441.0,8.0,1936.0,0.666666667,-0.837183262,3.0,connector,0
9606.ENSP00000370522,ARSH,ARSH_HUMAN,Q5FYA8,Arylsulfatase H,3.0,0.000188905,0.0,0.170158099,6.27e-09,3.03e-05,3.0,0.760370839,2202.0,8.0,1936.0,0.0,-0.837183262,0.0,peripheral,0
9606.ENSP00000370546,ARSD,ARSD_HUMAN,P51689,Arylsulfatase D,3.0,0.000188905,8.14e-06,0.197244808,1.36e-05,2.08e-05,3.0,0.0,2178.0,8.0,1936.0,0.444444444,-0.88988492,1.0,peripheral,0
9606.ENSP00000370589,NOP56,NOP56_HUMAN,O00567,Nucleolar protein 56,211.0,0.013286317,0.000370974,0.276200622,0.034544127,0.000188344,87.0,0.335898149,184589.0,17.0,842.0,0.280631612,0.978683566,5.0,peripheral,1
9606.ENSP00000370607,TECRL,TECRL_HUMAN,Q5HYJ1,"Trans-2,3-enoyl-CoA reductase-like",7.0,0.000440778,8.75e-06,0.18429016,1.53e-07,3.21e-05,6.0,0.26763845,5374.0,8.0,1936.0,0.0,-0.626376629,0.0,peripheral,0
9606.ENSP00000370621,ZBED1,ZBED1_HUMAN,O96006,Zinc finger BED domain-containing protein 1,4.0,0.000251873,7.21e-05,0.206520422,1.1e-05,2.35e-05,3.0,0.266656289,3099.0,12.0,518.0,0.625,-0.812216649,2.0,connector,0
9606.ENSP00000370625,POLR2B,RPB2_HUMAN,A8K1A8,DNA-directed RNA polymerase II subunit RPB2,293.0,0.01844972,0.001214262,0.285305149,0.033327914,0.000299675,89.0,0.220775489,254722.0,7.0,1183.0,0.547333108,2.726908835,8.0,provincial_hub,1
9606.ENSP00000370653,GEN1,GEN_HUMAN,Q17RS7,Flap endonuclease GEN homolog 1,27.0,0.001700145,0.0,0.235516907,0.000115659,4.25e-05,27.0,0.723754196,21659.0,5.0,888.0,0.07133059,-0.011433258,1.0,peripheral,0
9606.ENSP00000370669,SLC8A3,NAC3_HUMAN,P57103,Sodium/calcium exchanger 3,8.0,0.000503747,4.84e-07,0.236849696,1.87e-05,2.89e-05,7.0,0.595915465,7341.0,4.0,2493.0,0.0,-0.274797946,0.0,peripheral,0
9606.ENSP00000370697,P2RY8,P2RY8_HUMAN,Q86VZ1,P2Y purinoceptor 8,5.0,0.000314842,2.5e-05,0.219633971,4.32e-06,2.32e-05,4.0,0.253676648,4090.0,1.0,2329.0,0.56,-0.649800456,2.0,peripheral,0
9606.ENSP00000370737,GLDC,GCSP_HUMAN,P23378,,57.0,0.003589195,0.000235505,0.24621061,7.02e-05,0.000129335,23.0,0.220834595,49987.0,8.0,1936.0,0.133579563,1.797899646,3.0,peripheral,0
9606.ENSP00000370800,MBD3L2,MB3L2_HUMAN,Q8NHZ7,Methyl-CpG-binding domain protein 3-like 2,9.0,0.000566715,0.000352797,0.206401856,2.79e-05,6.22e-05,4.0,0.129293593,6993.0,19.0,419.0,0.518518519,-0.352415999,3.0,peripheral,0
9606.ENSP00000370808,SLC25A6,ADT3_HUMAN,P12236,ADP/ATP translocase 3,36.0,0.00226686,0.000268321,0.255380625,0.000887943,7.62e-05,21.0,0.193389875,30871.0,12.0,518.0,0.461419753,-0.124564961,5.0,peripheral,0
9606.ENSP00000370849,ITPRIPL2,IPIL2_HUMAN,Q3MIP1,,1.0,6.3e-05,0.0,0.161702527,3.01e-08,1.43e-05,1.0,0.0,794.0,8.0,1936.0,0.0,-0.942586578,0.0,peripheral,0
9606.ENSP00000370886,MLANA,MAR1_HUMAN,Q16655,Melanoma antigen recognized by T-cells 1,12.0,0.00075562,1.9e-05,0.226826069,1.35e-05,4.17e-05,10.0,0.347118899,10416.0,8.0,1936.0,0.652777778,-0.679078288,3.0,connector,0
9606.ENSP00000370938,CDK8,CDK8_HUMAN,P49336,Cyclin-dependent kinase 8,60.0,0.0037781,4.01e-05,0.265844384,0.001089597,7.84e-05,41.0,0.390115972,54232.0,7.0,1183.0,0.389444444,0.202527842,4.0,peripheral,0
9606.ENSP00000371117,GAGE12E,GG12C_HUMAN,A1L429,G antigen 12B/C/D/E,49.0,0.003085448,0.0,0.24893341,0.018157583,3.83e-05,49.0,0.849809093,38368.0,17.0,842.0,0.0,-0.470687229,0.0,peripheral,0
9606.ENSP00000371141,GAGE12H,GG12H_HUMAN,A6NDE8,G antigen 12H,49.0,0.003085448,0.0,0.24893341,0.018157583,3.83e-05,49.0,0.849809093,38368.0,17.0,842.0,0.0,-0.470687229,0.0,peripheral,0
9606.ENSP00000371188,CAMKK1,KKCC1_HUMAN,Q8N5S9,,10.0,0.000629683,0.0,0.241835529,2.32e-05,3.05e-05,10.0,0.714219616,9413.0,4.0,2493.0,0.0,-0.169011769,0.0,peripheral,0
9606.ENSP00000371219,RHOH,RHOH_HUMAN,Q15669,Rho-related GTP-binding protein RhoH,14.0,0.000881557,4.19e-06,0.23601674,1.46e-05,3.61e-05,13.0,0.105624442,11462.0,4.0,2493.0,0.540816327,-0.274797946,2.0,peripheral,0
9606.ENSP00000371234,CYS1,CYS1_HUMAN,Q717R9,Cystin-1,3.0,0.000188905,2.02e-06,0.193939999,3.8e-07,2.07e-05,3.0,0.263526021,2452.0,25.0,998.0,0.444444444,-0.812300236,1.0,peripheral,0
9606.ENSP00000371291,SNPH,SNPH_HUMAN,O15079,Syntaphilin,10.0,0.000629683,3.1e-06,0.21761423,2.23e-06,3.09e-05,9.0,0.327481987,7303.0,25.0,998.0,0.66,-0.611306277,3.0,connector,0
9606.ENSP00000371341,TNK2,ACK1_HUMAN,Q07912,Activated CDC42 kinase 1,19.0,0.001196398,8.93e-05,0.268739939,0.00012443,4.73e-05,16.0,0.270664865,15782.0,1.0,2329.0,0.75900277,-0.53462873,5.0,connector,0
9606.ENSP00000371408,C4orf19,CD019_HUMAN,Q8IY42,Uncharacterized protein C4orf19,4.0,0.000251873,0.0,0.202101449,2.5e-06,1.77e-05,4.0,0.889692437,3354.0,4.0,2493.0,0.0,-0.486370299,0.0,peripheral,0
9606.ENSP00000371425,IFNGR2,INGR2_HUMAN,P38484,Interferon gamma receptor 2,25.0,0.001574208,9.81e-05,0.252245211,9.66e-05,4.06e-05,24.0,0.369203689,21310.0,1.0,2329.0,0.4864,-0.275492349,2.0,peripheral,0
9606.ENSP00000371469,RAD1,RAD1_HUMAN,O60671,Cell cycle checkpoint protein RAD1,32.0,0.002014986,0.000120298,0.238739746,8.62e-05,6.44e-05,25.0,0.49903852,27287.0,5.0,888.0,0.119140625,0.113140155,2.0,peripheral,1
9606.ENSP00000371553,NANOGNB,NANGN_HUMAN,Q7Z5D8,NANOG neighbor homeobox,1.0,6.3e-05,0.0,0.130296332,5.38e-10,2.12e-05,1.0,0.0,720.0,19.0,419.0,0.0,-1.04113943,0.0,peripheral,0
9606.ENSP00000371554,SOD3,SODE_HUMAN,P08294,Extracellular superoxide dismutase [Cu-Zn],14.0,0.000881557,2.15e-06,0.228171341,0.000132943,3.42e-05,13.0,0.385338719,11533.0,8.0,1936.0,0.530612245,-0.520973313,3.0,peripheral,0
9606.ENSP00000371606,KRTAP5-1,KRA51_HUMAN,Q6L8H4,Keratin-associated protein 5-1,2.0,0.000125937,0.000629525,0.09393395,1.23e-14,5.55e-05,1.0,0.0,1683.0,21.0,91.0,0.0,-0.939423559,0.0,peripheral,0
9606.ENSP00000371643,DEFB135,DB135_HUMAN,Q30KP9,Beta-defensin 135,10.0,0.000629683,4.76e-08,0.161889461,7.58e-09,4.91e-05,9.0,0.480308648,8193.0,24.0,93.0,0.0,0.283426424,0.0,peripheral,0
9606.ENSP00000371661,LCORL,LCORL_HUMAN,Q8N3X6,,5.0,0.000314842,6.56e-06,0.21656955,3.63e-06,2.13e-05,4.0,0.231177529,3928.0,20.0,1252.0,0.64,-0.660386345,2.0,connector,0
9606.ENSP00000371802,DAZ3,DAZ2_HUMAN,Q13117,Deleted in azoospermia protein 2,13.0,0.000818588,0.0,0.200846626,2.18e-05,3.93e-05,13.0,0.626313086,10355.0,7.0,1183.0,0.0,-0.474745108,0.0,peripheral,0
9606.ENSP00000371805,FBXL18,FXL18_HUMAN,Q96ME1,F-box/LRR-repeat protein 18,4.0,0.000251873,0.0,0.236317648,4.29e-05,1.9e-05,4.0,0.937845329,3685.0,3.0,1094.0,0.0,-0.605069402,0.0,peripheral,0
9606.ENSP00000371811,MICU2,MICU2_HUMAN,Q8IYU8,"Calcium uptake protein 2, mitochondrial",15.0,0.000944525,1.32e-05,0.228901019,1.16e-05,4.79e-05,9.0,0.360785898,12980.0,12.0,518.0,0.426666667,-0.554347266,2.0,peripheral,0
9606.ENSP00000371859,BAZ1A,BAZ1A_HUMAN,Q9NRL2,,18.0,0.00113343,7.45e-07,0.236304202,8.87e-05,3.47e-05,16.0,0.44341431,15830.0,7.0,1183.0,0.345679012,-0.454221685,1.0,peripheral,0
9606.ENSP00000371875,NKX3-2,NKX32_HUMAN,P78367,Homeobox protein Nkx-3.2,4.0,0.000251873,2.74e-06,0.224988901,6.05e-06,1.98e-05,4.0,0.276965077,3135.0,20.0,1252.0,0.0,-0.522332629,0.0,peripheral,0
9606.ENSP00000372059,IFITM5,IFM5_HUMAN,A6NNB3,Interferon-induced transmembrane protein 5,4.0,0.000251873,0.0,0.179119597,8.96e-08,1.92e-05,4.0,0.790314714,3019.0,1.0,2329.0,0.0,-0.621007524,0.0,peripheral,0
9606.ENSP00000372154,RBMY1A1,RBY1A_HUMAN,P0DJD3,,22.0,0.001385303,0.000917902,0.214326937,3.13e-05,9.08e-05,13.0,0.349099823,17599.0,7.0,1183.0,0.165289256,-0.331081149,1.0,peripheral,0
9606.ENSP00000372169,CACNA2D4,CA2D4_HUMAN,Q7Z3S7,,37.0,0.002329828,0.0,0.229674015,9.68e-06,7.4e-05,32.0,0.710391563,30943.0,4.0,2493.0,0.052593134,1.206208525,1.0,peripheral,0
9606.ENSP00000372278,KRTAP20-4,KR204_HUMAN,Q3LI62,Putative keratin-associated protein 20-4,2.0,0.000125937,0.000125937,0.144671181,4.75e-10,4.38e-05,1.0,0.0,1433.0,19.0,419.0,0.0,-0.903394744,0.0,peripheral,0
9606.ENSP00000372286,KRTAP27-1,KR271_HUMAN,Q3LI81,Keratin-associated protein 27-1,10.0,0.000629683,0.000125945,0.146458767,1.18e-07,6.67e-05,8.0,0.499831471,7889.0,21.0,91.0,0.0,0.235662955,0.0,peripheral,0
9606.ENSP00000372295,GJB2,CXB2_HUMAN,P29033,Gap junction beta-2 protein,31.0,0.001952018,0.000318466,0.240701911,1.37e-05,0.000103584,12.0,0.152609345,25875.0,22.0,371.0,0.597294485,-0.076757379,3.0,peripheral,0
9606.ENSP00000372390,SLC7A4,CTR4_HUMAN,O43246,Cationic amino acid transporter 4,1.0,6.3e-05,0.0,0.164800465,3.81e-08,1.27e-05,1.0,0.0,724.0,8.0,1936.0,0.0,-0.942586578,0.0,peripheral,0
9606.ENSP00000372394,TMEM129,TM129_HUMAN,A0AVI4,E3 ubiquitin-protein ligase TM129,7.0,0.000440778,6.65e-06,0.227241569,1.9e-05,2.61e-05,6.0,0.378584497,5878.0,3.0,1094.0,0.612244898,-0.605069402,3.0,peripheral,0
9606.ENSP00000372462,TSPY8,A6NGL4_HUMAN,A6NGL4,,1.0,6.3e-05,0.0,0.137013819,1.05e-09,1.86e-05,1.0,0.0,722.0,7.0,1183.0,0.0,-0.72102618,0.0,peripheral,0
9606.ENSP00000372471,TSPY4,A6NEC3_HUMAN,A6NEC3,,1.0,6.3e-05,0.0,0.137009918,1.05e-09,2.23e-05,1.0,0.0,721.0,7.0,1183.0,0.0,-0.72102618,0.0,peripheral,0
9606.ENSP00000372482,SNRNP25,SNR25_HUMAN,Q1W6H3,,24.0,0.00151124,0.0,0.225623103,0.000278385,3.42e-05,23.0,0.835256516,19785.0,11.0,893.0,0.0,-0.128267658,0.0,peripheral,1
9606.ENSP00000372512,TSPY2,A6NGT6_HUMAN,A6NGT6,,1.0,6.3e-05,0.0,0.136346556,1.02e-09,2.2e-05,1.0,0.0,703.0,7.0,1183.0,0.0,-0.72102618,0.0,peripheral,0
9606.ENSP00000372547,SRY,SRY_HUMAN,Q05066,Sex-determining region Y protein,30.0,0.00188905,0.000239597,0.250347099,0.000113363,8.38e-05,16.0,0.181890021,24936.0,20.0,1252.0,0.584444444,0.375016524,5.0,peripheral,0
9606.ENSP00000372750,CHRM5,ACM5_HUMAN,P08912,Muscarinic acetylcholine receptor M5,7.0,0.000440778,0.0,0.229179531,4.89e-06,2.62e-05,7.0,0.738475562,6402.0,4.0,2493.0,0.0,-0.327691034,0.0,peripheral,0
9606.ENSP00000373153,HACD2,HACD2_HUMAN,Q6Y1H2,,12.0,0.00075562,3.03e-06,0.206030998,3.61e-07,5.12e-05,10.0,0.689679123,11040.0,8.0,1936.0,0.0,-0.362868339,0.0,peripheral,0
9606.ENSP00000373191,LNP1,LNP1_HUMAN,A1A4G5,Leukemia NUP98 fusion partner 1,2.0,0.000125937,4.29e-06,0.199133515,4.83e-06,1.34e-05,2.0,0.0,1576.0,12.0,518.0,0.5,-0.840868803,1.0,peripheral,0
9606.ENSP00000373244,CSPG5,CSPG5_HUMAN,O95196,Chondroitin sulfate proteoglycan 5,4.0,0.000251873,5.23e-07,0.189546474,8.21e-08,2.07e-05,4.0,0.271217128,3163.0,1.0,2329.0,0.0,-0.621007524,0.0,peripheral,0
9606.ENSP00000373272,TRIM71,LIN41_HUMAN,Q2Q1W2,E3 ubiquitin-protein ligase TRIM71,6.0,0.00037781,0.000142757,0.228151818,1.01e-05,3.36e-05,5.0,0.0,4886.0,20.0,1252.0,0.666666667,-0.591359487,3.0,connector,0
9606.ENSP00000373278,ZCWPW2,ZCPW2_HUMAN,Q504Y3,Zinc finger CW-type PWWP domain protein 2,21.0,0.001322335,2.06e-07,0.239143748,0.000287912,3.34e-05,21.0,0.67800301,18662.0,7.0,1183.0,0.244897959,-0.372127994,1.0,peripheral,0
9606.ENSP00000373304,CCDC174,CC174_HUMAN,Q6PII3,Coiled-coil domain-containing protein 174,2.0,0.000125937,0.0,0.203307508,4.79e-05,1.18e-05,2.0,0.0,1589.0,11.0,893.0,0.0,-0.740499538,0.0,peripheral,0
9606.ENSP00000373312,SEC13,SEC13_HUMAN,A8MV37,Protein SEC13 homolog,103.0,0.006485738,0.001891413,0.258354969,0.000140393,0.000238265,29.0,0.172381771,91099.0,11.0,893.0,0.686209822,0.233505725,5.0,connector,1
9606.ENSP00000373347,SRGAP3,SRGP3_HUMAN,O43295,SLIT-ROBO Rho GTPase-activating protein 3,19.0,0.001196398,0.00012401,0.241609779,7.67e-06,6.04e-05,12.0,0.293514809,16191.0,4.0,2493.0,0.282548476,0.14834676,3.0,peripheral,0
9606.ENSP00000373370,FLG2,FILA2_HUMAN,Q5D862,Filaggrin-2,21.0,0.001322335,5.81e-05,0.20623699,2.25e-06,8.69e-05,12.0,0.282752619,17536.0,27.0,129.0,0.172335601,0.914510927,1.0,peripheral,0
9606.ENSP00000373399,PIP5KL1,PI5L1_HUMAN,Q5T9C9,,33.0,0.002077955,0.0,0.249496126,2.84e-05,7.12e-05,24.0,0.549214254,28636.0,25.0,998.0,0.297520661,0.862649425,1.0,peripheral,0
9606.ENSP00000373433,LAMB4,LAMB4_HUMAN,A4D0S4,Laminin subunit beta-4,13.0,0.000818588,0.0,0.234392957,1.24e-05,2.79e-05,13.0,0.562069899,9504.0,1.0,2329.0,0.0,-0.361871143,0.0,peripheral,0
9606.ENSP00000373489,KRT18,K1C18_HUMAN,P05783,"Keratin, type I cytoskeletal 18",18.0,0.00113343,1.5e-05,0.258568651,0.000237065,4.49e-05,15.0,0.183322338,14484.0,1.0,2329.0,0.641975309,-0.448249937,5.0,connector,0
9606.ENSP00000373570,TYRP1,TYRP1_HUMAN,P17643,"5,6-dihydroxyindole-2-carboxylic acid oxidase",24.0,0.00151124,0.000201538,0.245534321,1.18e-05,7.32e-05,12.0,0.187280022,19841.0,8.0,1936.0,0.690972222,-0.362868339,5.0,connector,0
9606.ENSP00000373600,LRRK1,LRRK1_HUMAN,Q38SD2,,6.0,0.00037781,4.04e-07,0.241859139,4.2e-05,1.88e-05,6.0,0.334497301,4688.0,1.0,2329.0,0.5,-0.649800456,1.0,peripheral,0
9606.ENSP00000373640,HYKK,HYKK_HUMAN,A2RU49,Hydroxylysine kinase,8.0,0.000503747,3.74e-05,0.216264821,1.39e-05,3.32e-05,6.0,0.20730105,6611.0,19.0,419.0,0.65625,-0.627905371,3.0,connector,0
9606.ENSP00000373647,FAM83G,FA83G_HUMAN,A6ND36,Protein FAM83G,1.0,6.3e-05,0.0,0.217095472,5.63e-05,1.1e-05,1.0,0.0,881.0,17.0,842.0,0.0,-1.00998799,0.0,peripheral,0
9606.ENSP00000373674,NT5M,NT5M_HUMAN,Q9NPB1,"5'(3')-deoxyribonucleotidase, mitochondrial",61.0,0.003841068,9.41e-05,0.247521747,9.14e-05,0.00011835,30.0,0.399042544,55105.0,8.0,1936.0,0.032249395,2.166811253,1.0,peripheral,0
9606.ENSP00000373854,ITGAD,ITAD_HUMAN,Q13349,Integrin alpha-D,8.0,0.000503747,0.0,0.235132512,1.42e-05,2.15e-05,8.0,0.779231414,6377.0,1.0,2329.0,0.0,-0.505835799,0.0,peripheral,0
9606.ENSP00000373860,ASPDH,ASPD_HUMAN,A6ND91,Putative L-aspartate dehydrogenase,12.0,0.00075562,0.0,0.214595758,9.43e-06,3.19e-05,12.0,0.848841305,9734.0,8.0,1936.0,0.0,-0.362868339,0.0,peripheral,0
9606.ENSP00000373964,SMTNL2,SMTL2_HUMAN,Q2TAL5,Smoothelin-like protein 2,1.0,6.3e-05,0.0,0.206093857,1.51e-06,1.12e-05,1.0,0.0,737.0,20.0,1252.0,0.0,-0.729413203,0.0,peripheral,0
9606.ENSP00000374037,VPS9D1,VP9D1_HUMAN,Q9Y2B5,VPS9 domain-containing protein 1,1.0,6.3e-05,0.0,0.172415891,8.91e-08,1.33e-05,1.0,0.0,797.0,1.0,2329.0,0.0,-0.707386318,0.0,peripheral,0
9606.ENSP00000374218,ESYT3,ESYT3_HUMAN,A0FGR9,Extended synaptotagmin-3,2.0,0.000125937,0.0,0.16591288,7.48e-09,2.78e-05,2.0,0.93152629,1823.0,22.0,371.0,0.0,-0.815353601,0.0,peripheral,0
9606.ENSP00000374265,GPX2,GPX2_HUMAN,P18283,Glutathione peroxidase 2,81.0,0.005100434,0.000255125,0.273954219,0.0004118,0.000135762,28.0,0.254400527,66589.0,8.0,1936.0,0.377686328,2.324916228,6.0,peripheral,0
9606.ENSP00000374268,GXYLT2,GXLT2_HUMAN,A0PJZ3,Glucoside xylosyltransferase 2,5.0,0.000314842,3.16e-06,0.193969409,9.33e-07,3.14e-05,4.0,0.409227404,4106.0,3.0,1094.0,0.32,-0.605069402,1.0,peripheral,0
9606.ENSP00000374280,RTF1,RTF1_HUMAN,Q92541,RNA polymerase-associated protein RTF1 homolog,108.0,0.006800579,0.000154954,0.258162459,0.001821617,0.000137492,53.0,0.38797389,94734.0,7.0,1183.0,0.036522634,1.433933204,2.0,peripheral,1
9606.ENSP00000374309,LAMA1,LAMA1_HUMAN,P25391,Laminin subunit alpha-1,34.0,0.002140923,1.46e-05,0.244388483,2.42e-05,7.13e-05,26.0,0.50030812,28225.0,1.0,2329.0,0.112456747,0.185194552,2.0,peripheral,0
9606.ENSP00000374387,TRMT44,TRM44_HUMAN,Q8IYL2,Probable tRNA (uracil-O(2)-)-methyltransferase,1.0,6.3e-05,0.0,0.176240436,1.12e-05,1.07e-05,1.0,0.0,744.0,17.0,842.0,0.0,-1.00998799,0.0,peripheral,0
9606.ENSP00000374529,CCNK,CCNK_HUMAN,O75909,Cyclin-K,34.0,0.002140923,0.000205123,0.258551037,0.000300843,6.24e-05,27.0,0.311678876,28080.0,7.0,1183.0,0.309688581,-0.166893767,3.0,peripheral,1
9606.ENSP00000375069,COL23A1,CONA1_HUMAN,Q86Y22,Collagen alpha-1(XXIII) chain,7.0,0.000440778,5.52e-06,0.206256195,5.66e-07,2.88e-05,6.0,0.283589691,5733.0,1.0,2329.0,0.0,-0.53462873,0.0,peripheral,0
9606.ENSP00000375091,TAS2R19,T2R19_HUMAN,P59542,Taste receptor type 2 member 19,3.0,0.000188905,0.0,0.174962279,7.73e-08,2.05e-05,3.0,0.798745088,2150.0,4.0,2493.0,0.0,-0.539263387,0.0,peripheral,0
9606.ENSP00000375151,KRTAP4-3,KRA43_HUMAN,Q9BYR4,Keratin-associated protein 4-3,22.0,0.001385303,3.59e-05,0.141068086,1.26e-09,0.000109217,12.0,0.467329396,18107.0,21.0,91.0,0.0,1.998292724,0.0,peripheral,0
9606.ENSP00000375238,KRTAP2-1,KRA21_HUMAN,Q9BYU5,Keratin-associated protein 2-1,17.0,0.001070462,0.000119457,0.142521417,7.31e-10,7.98e-05,12.0,0.560515437,13423.0,21.0,91.0,0.0,1.263863654,0.0,peripheral,0
9606.ENSP00000375268,RTL8B,RTL8B_HUMAN,Q17RB0,Retrotransposon Gag-like protein 8B,1.0,6.3e-05,0.0,0.174732335,3.76e-08,1.67e-05,1.0,0.0,827.0,0.0,87.0,0.0,-0.94315582,0.0,peripheral,0
9606.ENSP00000375429,KRTAP3-2,KRA32_HUMAN,Q9BYR7,Keratin-associated protein 3-2,19.0,0.001196398,2.43e-06,0.142356341,7e-10,8.87e-05,12.0,0.563517099,15204.0,21.0,91.0,0.0,1.557635282,0.0,peripheral,0
9606.ENSP00000375622,LAIR1,LAIR1_HUMAN,Q6GTX8,,10.0,0.000629683,1.02e-05,0.235773219,8.95e-06,3.31e-05,8.0,0.210018932,8316.0,1.0,2329.0,0.18,-0.477042868,1.0,peripheral,0
9606.ENSP00000375632,RPS9,RS9_HUMAN,A9C4C1,40S ribosomal protein S9,397.0,0.024998426,0.000451238,0.295956394,0.093581618,0.000316825,112.0,0.304027471,363333.0,17.0,842.0,0.144344549,3.102180313,7.0,provincial_hub,1
9606.ENSP00000375647,CACNG7,CCG7_HUMAN,P62955,,63.0,0.003967005,1.61e-05,0.244376286,2.7e-05,0.000122869,32.0,0.356626144,50955.0,4.0,2493.0,0.061980348,2.528535732,2.0,provincial_hub,0
9606.ENSP00000375730,RPL13A,RL13A_HUMAN,A8K505,60S ribosomal protein L13a,302.0,0.019016435,0.000595023,0.295050328,0.080594823,0.000232791,112.0,0.405793979,270635.0,17.0,842.0,0.121200825,2.158403981,8.0,peripheral,1
9606.ENSP00000375756,KCNJ14,KCJ14_HUMAN,Q9UNX9,,10.0,0.000629683,0.0,0.229642551,1.55e-05,3.48e-05,10.0,0.821122582,9137.0,4.0,2493.0,0.18,-0.221904858,1.0,peripheral,0
9606.ENSP00000375783,DACT3,DACT3_HUMAN,Q96B18,Dapper homolog 3,1.0,6.3e-05,0.0,0.183439817,5.77e-08,2.74e-05,1.0,0.0,928.0,20.0,1252.0,0.0,-0.729413203,0.0,peripheral,0
9606.ENSP00000375795,IL24,IL24_HUMAN,Q13007,Interleukin-24,35.0,0.002203891,2.35e-05,0.245637696,4.26e-05,5.61e-05,26.0,0.296488281,27741.0,1.0,2329.0,0.055510204,0.242780414,1.0,peripheral,0
9606.ENSP00000375809,ERCC2,ERCC2_HUMAN,P18074,,140.0,0.008815566,0.000381009,0.274241157,0.002834025,0.000164891,87.0,0.425014304,125318.0,7.0,1183.0,0.44744898,1.310792668,5.0,peripheral,1
9606.ENSP00000375829,LAD1,LAD1_HUMAN,O00515,Ladinin-1,1.0,6.3e-05,0.0,0.18791951,7.17e-08,1.17e-05,1.0,0.0,811.0,1.0,2329.0,0.0,-0.707386318,0.0,peripheral,0
9606.ENSP00000375855,PDC,PHOS_HUMAN,P20941,Phosducin,6.0,0.00037781,2.11e-05,0.233292822,1.63e-05,2.35e-05,6.0,0.47120901,5239.0,4.0,2493.0,0.277777778,-0.433477211,1.0,peripheral,0
9606.ENSP00000375881,ALPP,PPB1_HUMAN,P05187,"Alkaline phosphatase, placental type",8.0,0.000503747,1.57e-05,0.215751392,4.88e-06,3.07e-05,7.0,0.189181081,6659.0,8.0,1936.0,0.5625,-0.731779946,3.0,peripheral,0
9606.ENSP00000375909,SPHKAP,SPKAP_HUMAN,Q2M3C7,A-kinase anchor protein SPHKAP,1.0,6.3e-05,0.0,0.201685161,2.12e-07,1.18e-05,1.0,0.0,908.0,8.0,1936.0,0.0,-0.942586578,0.0,peripheral,0
9606.ENSP00000375978,XRCC5,XRCC5_HUMAN,A8K3X5,X-ray repair cross-complementing protein 5,130.0,0.008185883,0.000386938,0.273099963,0.000880539,0.00019733,40.0,0.204991557,109681.0,5.0,888.0,0.456331361,2.106314771,8.0,peripheral,1
9606.ENSP00000376097,URI1,RMP_HUMAN,A8K805,Unconventional prefoldin RPB5 interactor 1,23.0,0.001448272,4.5e-05,0.253637825,0.000510973,4.48e-05,19.0,0.452278135,20257.0,7.0,1183.0,0.582230624,-0.454221685,4.0,peripheral,1
9606.ENSP00000376142,INPP1,INPP_HUMAN,P49441,Inositol polyphosphate 1-phosphatase,22.0,0.001385303,3.73e-05,0.232478031,7.31e-06,5.99e-05,14.0,0.317644093,20011.0,25.0,998.0,0.475206612,0.058673587,2.0,peripheral,0
9606.ENSP00000376178,STX2,STX2_HUMAN,P32856,Syntaxin-2,36.0,0.00226686,0.000152417,0.232711489,9.67e-06,8.8e-05,26.0,0.516020875,30757.0,25.0,998.0,0.106481481,1.33163533,2.0,peripheral,0
9606.ENSP00000376188,CRLF1,CRLF1_HUMAN,O75462,Cytokine receptor-like factor 1,6.0,0.00037781,0.00012623,0.205489235,1.23e-06,3.19e-05,5.0,0.361131394,5275.0,1.0,2329.0,0.0,-0.563421662,0.0,peripheral,0
9606.ENSP00000376272,RFC4,RFC4_HUMAN,B4DM41,Replication factor C subunit 4,99.0,0.006233864,0.000156612,0.259016775,0.000226862,0.000140068,40.0,0.299848231,83359.0,5.0,888.0,0.078767473,2.137458124,4.0,peripheral,1
9606.ENSP00000376297,DYNLL1,DYL1_HUMAN,P63167,"Dynein light chain 1, cytoplasmic",66.0,0.00415591,0.001371935,0.272497448,0.000145105,0.000157835,21.0,0.143291333,57339.0,22.0,371.0,0.748852158,1.400435064,10.0,connector,0
