string_id,gene_name,uniprot_id,uniprot_ac,protein_fullname,label,og_label,depmap_class,final_classification,depmap_dependent_lines,depmap_total_lines,depmap_pct_lines,n_approved_drugs,n_approved_drugs_drugcentral,n_approved_drugs_dgidb,n_drugbank_drugs,n_total_approved_drugs,any_approved_drug,drugbank_ids,n_total_cancer_trials,n_active_trials,n_completed_trials,n_chembl_activities,n_distinct_molecules,n_clinical_or_approved_compounds,protein_role,degree,degree_cent,betweenness,closeness,eigenvector,pagerank,k_core,clustering_coeff,weighted_degree,community_id,community_size,participation_coeff,within_module_z,num_comm_connected,depmap_is_ceg,depmap_is_cseg_flag
9606.ENSP00000044462,PSMA4,PSA4_HUMAN,D3DW86,Proteasome subunit alpha type-4,1,CEGs,DEPMAP-CEG,CEG_combined,1205,1208,99.75,3,0,3,0,3,True,,0,0,0,1018,549,0,peripheral,79.0,0.004974498,0.000479386,0.270241921,0.00202032,0.00013022,40.0,0.460882704,72676.0,3.0,1094.0,0.336164076,2.291849311,6.0,True,False
9606.ENSP00000055077,RFC2,RFC2_HUMAN,B5BU07,Replication factor C subunit 2,1,CEGs,DEPMAP-CEG,CEG_combined,1202,1208,99.5,0,0,0,0,0,False,,1,1,0,7,1,0,peripheral,66.0,0.00415591,6.19e-05,0.251220607,0.000155388,9.88e-05,39.0,0.392875326,56241.0,5.0,888.0,0.05922865,1.17201417,2.0,True,False
9606.ENSP00000081029,MRPS35,RT35_HUMAN,P82673,"28S ribosomal protein S35, mitochondrial",1,UNLABELED,DEPMAP-intermediate,unclassified,603,1208,49.92,0,0,0,0,0,False,,0,0,0,2,1,0,peripheral,144.0,0.009067439,0.0,0.261931575,0.031369017,0.000110244,86.0,0.584557286,131568.0,17.0,842.0,0.081018519,0.529266265,3.0,False,False
9606.ENSP00000156109,GPKOW,GPKOW_HUMAN,Q59EK5,G-patch domain and KOW motifs-containing protein,1,CEGs,DEPMAP-CEG,CEG_combined,1187,1208,98.26,0,0,0,0,0,False,,0,0,0,2,1,0,peripheral,60.0,0.0037781,0.001156389,0.249424913,0.000823621,8.57e-05,44.0,0.492110638,51107.0,11.0,893.0,0.273888889,0.62310783,7.0,True,False
9606.ENSP00000156471,AQR,AQR_HUMAN,A0JP17,RNA helicase aquarius,1,CEGs,DEPMAP-CEG,CEG_combined,1190,1208,98.51,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,83.0,0.005226371,7.93e-09,0.250313419,0.001110475,0.000102952,53.0,0.66345666,75896.0,11.0,893.0,0.023806068,1.485798207,1.0,True,True
9606.ENSP00000157812,PSMC4,PRS6B_HUMAN,P43686,26S proteasome regulatory subunit 6B,1,UNLABELED,DEPMAP-CEG,CEG_combined,1196,1208,99.01,3,0,3,0,3,True,,0,0,0,395,314,0,peripheral,82.0,0.005163403,4.8e-05,0.269448885,0.006173689,0.000113851,40.0,0.45297597,73501.0,3.0,1094.0,0.356930399,2.291849311,4.0,True,True
9606.ENSP00000181839,CDK13,CDK13_HUMAN,Q14004,Cyclin-dependent kinase 13,1,UNLABELED,DEPMAP-CSEG-like,CSEG_combined,132,1208,10.93,0,0,0,0,0,False,,0,0,0,956,582,0,peripheral,20.0,0.001259367,9.42e-05,0.232998555,0.000171831,3.89e-05,18.0,0.557263571,16896.0,7.0,1183.0,0.265,-0.392651417,2.0,False,False
9606.ENSP00000198767,RRN3,RRN3_HUMAN,A2RTY9,,1,CEGs,DEPMAP-CEG,CEG_combined,380,380,100.0,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,27.0,0.001700145,0.000115952,0.2458586,0.001694591,4.83e-05,22.0,0.49901522,24552.0,7.0,1183.0,0.485596708,-0.372127994,3.0,True,False
9606.ENSP00000199320,DIMT1,DIM1_HUMAN,O76025,Probable dimethyladenosine transferase,1,CEGs,DEPMAP-CEG,CEG_combined,1129,1208,93.46,0,0,0,0,0,False,,0,0,0,2,1,0,peripheral,123.0,0.007745104,2.08e-06,0.259711726,0.025015658,9.8e-05,87.0,0.568503826,107321.0,17.0,842.0,0.016127966,0.349499345,1.0,True,False
9606.ENSP00000204549,PDCD7,PDCD7_HUMAN,Q8N8D1,Programmed cell death protein 7,1,CEGs,DEPMAP-CEG,CEG_combined,1022,1208,84.6,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,23.0,0.001448272,0.0,0.225651231,0.000275106,3.34e-05,23.0,0.860966972,19045.0,11.0,893.0,0.0,-0.15609638,0.0,True,False
9606.ENSP00000206474,HAUS4,HAUS4_HUMAN,B7WP17,HAUS augmin-like complex subunit 4,1,CEGs,DEPMAP-CEG,CEG_combined,1190,1208,98.51,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,9.0,0.000566715,0.0,0.203186501,7.54e-07,4.24e-05,9.0,0.828013677,8616.0,5.0,888.0,0.0,-0.540870265,0.0,True,True
9606.ENSP00000209728,CDC6,CDC6_HUMAN,Q8TB30,Cell division control protein 6 homolog,1,CEGs,DEPMAP-CEG,CEG_combined,1206,1208,99.83,0,0,0,0,0,False,,1,0,0,1,1,0,provincial_hub,129.0,0.008122914,0.000337582,0.270960304,0.000495951,0.00018394,41.0,0.23680581,109368.0,5.0,888.0,0.189411694,2.791468545,7.0,True,True
9606.ENSP00000215793,SF3A1,SF3A1_HUMAN,E9PAW1,Splicing factor 3A subunit 1,1,CEGs,DEPMAP-CEG,CEG_combined,1206,1208,99.83,0,0,0,0,0,False,,0,0,0,8,2,0,provincial_hub,124.0,0.007808073,2.44e-05,0.254455904,0.001624421,0.00015608,55.0,0.482628868,114500.0,11.0,893.0,0.015998959,2.626775801,1.0,True,False
9606.ENSP00000215829,SNRPD3,SMD3_HUMAN,B4DJP7,Small nuclear ribonucleoprotein Sm D3,1,CEGs,DEPMAP-CEG,CEG_combined,383,383,100.0,0,0,0,0,0,False,,0,0,0,8,2,0,provincial_hub,203.0,0.01278257,0.000339014,0.269067946,0.003224577,0.000258691,55.0,0.266330503,184129.0,11.0,893.0,0.192530758,4.268670388,5.0,True,False
9606.ENSP00000215980,CENPM,CENPM_HUMAN,A7LM22,Centromere protein M,1,CEGs,DEPMAP-CEG,CEG_combined,1153,1208,95.45,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,73.0,0.004596688,1.35e-05,0.250783369,0.00052396,9.11e-05,46.0,0.43968215,61561.0,7.0,1183.0,0.499906174,0.017817037,1.0,True,False
9606.ENSP00000216027,HSCB,HSC20_HUMAN,Q8IWL3,Iron-sulfur cluster co-chaperone protein HscB,1,UNLABELED,DEPMAP-intermediate,unclassified,800,1208,66.23,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,29.0,0.001826081,0.000194504,0.254011641,0.000348782,6.35e-05,18.0,0.229545275,23685.0,12.0,518.0,0.504161712,-0.296477883,6.0,True,True
9606.ENSP00000216034,TOMM22,TOM22_HUMAN,Q9NS69,,1,UNLABELED,DEPMAP-CEG,CEG_combined,1198,1208,99.17,0,0,0,0,0,False,,0,0,0,2,1,0,peripheral,46.0,0.002896543,7.65e-05,0.243683605,7.98e-05,0.000102287,21.0,0.328680381,39854.0,12.0,518.0,0.201323251,0.305217343,3.0,True,False
9606.ENSP00000216122,MCM5,MCM5_HUMAN,O60785,DNA replication licensing factor MCM5,1,CEGs,DEPMAP-CEG,CEG_combined,1204,1208,99.67,0,0,0,0,0,False,,3,0,0,13,4,0,peripheral,109.0,0.006863548,0.000182064,0.261927845,0.00025877,0.000164962,40.0,0.26151129,95711.0,5.0,888.0,0.28061611,2.044028064,5.0,True,False
9606.ENSP00000216190,EIF3D,EIF3D_HUMAN,A8MWD3,,1,CEGs,DEPMAP-CEG,CEG_combined,1204,1208,99.67,0,0,0,0,0,False,,0,0,0,6,3,0,peripheral,85.0,0.005352308,0.000134438,0.271022582,0.024441949,8.46e-05,64.0,0.653101312,78309.0,17.0,842.0,0.216470588,-0.178565983,4.0,True,False
9606.ENSP00000216225,RBX1,RBX1_HUMAN,B2RDY1,E3 ubiquitin-protein ligase RBX1,1,CEGs,DEPMAP-CEG,CEG_combined,1167,1208,96.61,6,0,6,0,6,True,,3,0,2,3,2,0,provincial_hub,251.0,0.01580505,0.005518248,0.297198629,0.003258527,0.000480512,41.0,0.086305805,225479.0,3.0,1094.0,0.567514801,6.782073316,8.0,True,True
9606.ENSP00000216252,PHF5A,PHF5A_HUMAN,Q7RTV0,PHD finger-like domain-containing protein 5A,1,CEGs,DEPMAP-CEG,CEG_combined,1208,1208,100.0,0,0,0,0,0,False,,0,0,0,6,1,0,peripheral,116.0,0.007304326,9.66e-05,0.2551538,0.001571885,0.00014531,55.0,0.528069904,108074.0,11.0,893.0,0.017092747,2.404146026,1.0,True,False
9606.ENSP00000216294,SNAPC1,SNPC1_HUMAN,Q16533,snRNA-activating protein complex subunit 1,1,CEGs,DEPMAP-CEG,CEG_combined,1205,1208,99.75,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,12.0,0.00075562,7.14e-08,0.23092554,0.000106707,2.81e-05,10.0,0.593305937,10706.0,7.0,1183.0,0.0,-0.49526853,0.0,True,False
9606.ENSP00000216297,SUPT16H,SP16H_HUMAN,Q6GMT8,FACT complex subunit SPT16,1,CEGs,DEPMAP-CEG,CEG_combined,1208,1208,100.0,0,0,0,0,0,False,,0,0,0,11,4,0,peripheral,110.0,0.006926516,0.000365343,0.268964569,0.002518985,0.000142446,53.0,0.337140099,97408.0,7.0,1183.0,0.274876033,1.167128709,3.0,True,False
9606.ENSP00000216455,PSMA3,PSA3_HUMAN,B2RCK6,Proteasome subunit alpha type-3,1,CEGs,DEPMAP-CEG,CEG_combined,1208,1208,100.0,3,0,3,0,3,True,,1,0,1,1012,548,0,peripheral,85.0,0.005352308,5.96e-05,0.271241046,0.005333468,0.000118168,40.0,0.417657694,76485.0,3.0,1094.0,0.400276817,2.291849311,5.0,True,False
9606.ENSP00000216554,EIF5,IF5_HUMAN,P55010,Eukaryotic translation initiation factor 5,1,CEGs,DEPMAP-CEG,CEG_combined,1204,1208,99.67,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,98.0,0.006170896,0.000132884,0.271123102,0.026246048,9.54e-05,65.0,0.592462612,88518.0,17.0,842.0,0.079133694,0.034907235,2.0,True,False
9606.ENSP00000217109,CSTF1,CSTF1_HUMAN,Q05048,Cleavage stimulation factor subunit 1,1,UNLABELED,DEPMAP-CEG,CEG_combined,1163,1208,96.27,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,30.0,0.00188905,0.000262044,0.248212889,0.00011645,6.63e-05,22.0,0.483877759,26403.0,11.0,893.0,0.295555556,-0.100438937,3.0,True,False
9606.ENSP00000217402,CHMP4B,CHM4B_HUMAN,E1P5N4,Charged multivesicular body protein 4b,1,CEGs,DEPMAP-CEG,CEG_combined,1057,1208,87.5,0,0,0,0,0,False,,0,0,0,2,1,0,peripheral,37.0,0.002329828,0.000204473,0.233314623,3.64e-05,9.44e-05,24.0,0.615760152,34668.0,0.0,87.0,0.052593134,1.708653479,1.0,True,False
9606.ENSP00000219097,ORC6,ORC6_HUMAN,B3KN89,Origin recognition complex subunit 6,1,CEGs,DEPMAP-CEG,CEG_combined,1202,1208,99.5,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,32.0,0.002014986,1.47e-05,0.236389498,6.88e-05,5.52e-05,28.0,0.613857168,28338.0,5.0,888.0,0.060546875,0.144283509,1.0,True,False
9606.ENSP00000219169,NUTF2,NTF2_HUMAN,B2R4G7,Nuclear transport factor 2,1,CEGs,DEPMAP-CEG,CEG_combined,1198,1208,99.17,0,0,0,0,0,False,,0,0,0,4,2,0,peripheral,28.0,0.001763113,1.3e-05,0.234961948,5.67e-05,6.1e-05,20.0,0.45546913,24184.0,11.0,893.0,0.0,-0.016952771,0.0,True,False
9606.ENSP00000219252,POLR2C,RPB3_HUMAN,O15161,DNA-directed RNA polymerase II subunit RPB3,1,CEGs,DEPMAP-CEG,CEG_combined,1208,1208,100.0,0,0,0,0,0,False,,0,0,0,0,0,0,provincial_hub,308.0,0.019394245,0.001904905,0.285136908,0.040734098,0.000299298,101.0,0.237269043,271579.0,7.0,1183.0,0.549144038,2.665338567,6.0,True,False
9606.ENSP00000220496,DNAJC17,DJC17_HUMAN,Q9NVM6,DnaJ homolog subfamily C member 17,1,UNLABELED,DEPMAP-CEG,CEG_combined,1203,1208,99.59,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,2.0,0.000125937,0.0,0.216881974,2.36e-05,1.17e-05,2.0,0.898014407,1719.0,11.0,893.0,0.0,-0.740499538,0.0,True,False
9606.ENSP00000220659,BRF2,BRF2_HUMAN,B2RD62,Transcription factor IIIB 50 kDa subunit,1,CEGs,DEPMAP-CEG,CEG_combined,1206,1208,99.83,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,32.0,0.002014986,5.6e-06,0.238626858,0.000967421,5.08e-05,21.0,0.509286591,25969.0,7.0,1183.0,0.169921875,-0.146370344,1.0,True,False
9606.ENSP00000221419,HNRNPL,HNRPL_HUMAN,A6ND69,Heterogeneous nuclear ribonucleoprotein L,1,CEGs,DEPMAP-CEG,CEG_combined,1178,1208,97.52,0,0,0,1,1,True,DB09130,1,0,0,10,3,0,peripheral,74.0,0.004659656,2.38e-05,0.256999063,0.000654119,0.000109825,39.0,0.423389523,62407.0,11.0,893.0,0.127465303,1.124024823,2.0,True,True
9606.ENSP00000221494,SF3A2,SF3A2_HUMAN,B2RBU1,Splicing factor 3A subunit 2,1,CEGs,DEPMAP-CEG,CEG_combined,1208,1208,100.0,0,0,0,1,1,True,DB09130,0,0,0,8,2,0,provincial_hub,145.0,0.009130407,0.000360094,0.258977672,0.001703536,0.000189692,55.0,0.375081068,131032.0,11.0,893.0,0.080665874,3.07203535,5.0,True,False
9606.ENSP00000221855,TBCB,TBCB_HUMAN,O00111,Tubulin-folding cofactor B,1,CEGs,DEPMAP-CEG,CEG_combined,1172,1208,97.02,0,0,0,0,0,False,,3,1,1,2,1,0,peripheral,19.0,0.001196398,3.28e-05,0.216949918,1.86e-05,5.6e-05,14.0,0.326315649,14620.0,22.0,371.0,0.099722992,0.497706349,1.0,True,False
9606.ENSP00000221859,POLR2I,RPB9_HUMAN,B2R5J2,DNA-directed RNA polymerase II subunit RPB9,1,CEGs,DEPMAP-CEG,CEG_combined,1208,1208,100.0,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,166.0,0.010452742,5.07e-05,0.269968238,0.004199396,0.000191065,87.0,0.382108849,148555.0,7.0,1183.0,0.190956597,2.316440381,4.0,True,False
9606.ENSP00000222005,CDC37,CDC37_HUMAN,Q16543,Hsp90 co-chaperone Cdc37,1,CEGs,DEPMAP-CEG,CEG_combined,1174,1208,97.19,0,0,0,0,0,False,,0,0,0,190,122,0,peripheral,66.0,0.00415591,9.31e-05,0.287396102,0.000791385,0.000116841,34.0,0.242756125,57938.0,3.0,1094.0,0.605601469,1.084799847,8.0,True,False
9606.ENSP00000222247,RPL18A,RL18A_HUMAN,Q02543,60S ribosomal protein L18a,1,CEGs,DEPMAP-CEG,CEG_combined,1208,1208,100.0,1,0,1,0,1,True,,0,0,0,243,103,0,peripheral,279.0,0.017568163,0.000122348,0.28921196,0.077220927,0.000213651,112.0,0.438633675,254787.0,17.0,842.0,0.056191467,2.023578791,3.0,True,False
9606.ENSP00000222567,TWISTNB,RPA43_HUMAN,A0PJ45,DNA-directed RNA polymerase I subunit RPA43,1,CEGs,unknown,CEG_combined,0,0,0.0,0,0,0,0,0,False,,1,0,1,0,0,0,peripheral,88.0,0.005541213,0.000200559,0.243365729,0.010010361,8.42e-05,70.0,0.423175901,73115.0,17.0,842.0,0.411931818,-0.290920309,6.0,False,False
9606.ENSP00000223129,RPA3,RFA3_HUMAN,P35244,Replication protein A 14 kDa subunit,1,CEGs,DEPMAP-CEG,CEG_combined,1206,1208,99.83,0,0,0,0,0,False,,0,0,0,2,1,0,peripheral,69.0,0.004344815,2.81e-05,0.250388528,0.00028042,0.00010135,39.0,0.35870029,58894.0,5.0,888.0,0.056710775,1.26544423,2.0,True,False
9606.ENSP00000223321,PSMA2,PSA2_HUMAN,P25787,Proteasome subunit alpha type-2,1,CEGs,DEPMAP-CEG,CEG_combined,1207,1208,99.92,3,0,3,0,3,True,,0,0,0,1010,547,0,provincial_hub,82.0,0.005163403,0.000174519,0.270162507,0.003325137,0.000129761,40.0,0.433963511,74332.0,3.0,1094.0,0.240333135,2.629823161,4.0,True,False
9606.ENSP00000225430,RPL19,RL19_HUMAN,B2R4K2,60S ribosomal protein L19,1,CEGs,DEPMAP-CEG,CEG_combined,1207,1208,99.92,1,0,1,0,1,True,,0,0,0,241,102,0,peripheral,293.0,0.01844972,0.000234359,0.291208854,0.077361457,0.00023239,112.0,0.394894133,266032.0,17.0,842.0,0.099197428,2.102226818,5.0,True,False
9606.ENSP00000225655,PFN1,PROF1_HUMAN,P07737,Profilin-1,1,UNLABELED,DEPMAP-CEG,CEG_combined,975,1208,80.71,0,0,0,0,0,False,,31,4,13,4,2,0,peripheral,67.0,0.004218878,0.000613981,0.275306531,0.000322749,0.000165434,26.0,0.149622115,56440.0,4.0,2493.0,0.532858098,1.68224632,10.0,True,False
9606.ENSP00000225698,C1QBP,C1QBP_HUMAN,Q07021,,1,UNLABELED,DEPMAP-intermediate,unclassified,493,1208,40.81,3,0,3,2,5,True,DB08818; DB09130,0,0,0,2,1,0,connector,22.0,0.001385303,0.000276609,0.259244248,0.000405188,5.18e-05,17.0,0.08117702,18369.0,1.0,2329.0,0.743801653,-0.448249937,7.0,False,False
9606.ENSP00000225728,MED31,MED31_HUMAN,B2R4L9,,1,CEGs,DEPMAP-CEG,CEG_combined,1158,1208,95.86,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,101.0,0.006359801,8.32e-06,0.260677224,0.002970387,0.000108335,87.0,0.729581727,91785.0,7.0,1183.0,0.076659151,1.2492224,2.0,True,False
9606.ENSP00000227322,ZPR1,ZPR1_HUMAN,O75312,Zinc finger protein ZPR1,1,UNLABELED,DEPMAP-CEG,CEG_combined,1201,1208,99.42,0,0,0,0,0,False,,0,0,0,0,0,0,connector,11.0,0.000692652,0.000680217,0.257756294,0.000251395,5.69e-05,8.0,0.015698908,8678.0,1.0,2329.0,0.842975207,-0.649800456,7.0,True,False
9606.ENSP00000227507,CCND1,CCND1_HUMAN,P24385,G1/S-specific cyclin-D1,1,CEGs,DEPMAP-intermediate,CEG_combined,900,1208,74.5,24,0,24,3,27,True,DB00945; DB01169; DB11718,92,17,38,172,162,0,connector,176.0,0.011082426,0.001258748,0.312113938,0.001307868,0.000287612,43.0,0.149866047,146515.0,5.0,888.0,0.801652893,0.549147103,9.0,True,False
9606.ENSP00000227524,PRPF19,PRP19_HUMAN,Q9UMS4,Pre-mRNA-processing factor 19,1,CEGs,DEPMAP-CEG,CEG_combined,1208,1208,100.0,0,0,0,0,0,False,,0,0,0,8,2,0,provincial_hub,147.0,0.009256344,0.001517132,0.277211358,0.001825666,0.000197297,55.0,0.300661581,132161.0,11.0,893.0,0.273126938,2.682433244,8.0,True,False
9606.ENSP00000228347,POLR3B,RPC2_HUMAN,A8K6H0,DNA-directed RNA polymerase III subunit RPC2,1,CEGs,DEPMAP-CEG,CEG_combined,1202,1208,99.5,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,157.0,0.009886027,5.09e-05,0.264575604,0.031144331,0.000132828,87.0,0.340768875,129662.0,17.0,842.0,0.442695444,0.203438722,5.0,True,False
9606.ENSP00000228510,MVK,KIME_HUMAN,Q03426,Mevalonate kinase,1,UNLABELED,DEPMAP-CEG,CEG_combined,1015,1208,84.02,1,0,1,0,1,True,,0,0,0,0,0,0,peripheral,34.0,0.002140923,8.68e-05,0.231507009,1.17e-05,8.48e-05,19.0,0.364894718,28689.0,8.0,1936.0,0.112456747,0.691164825,2.0,True,False
9606.ENSP00000229238,MRPL51,RM51_HUMAN,Q4U2R6,"39S ribosomal protein L51, mitochondrial",1,UNLABELED,DEPMAP-intermediate,unclassified,426,1208,35.26,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,103.0,0.006485738,1.59e-05,0.236805989,0.017775379,7.96e-05,86.0,0.798891424,93979.0,17.0,842.0,0.038269394,0.113555262,2.0,False,False
9606.ENSP00000229268,USP5,UBP5_HUMAN,D3DUS7,Ubiquitin carboxyl-terminal hydrolase 5,1,CEGs,DEPMAP-CEG,CEG_combined,1184,1208,98.01,1,0,1,0,1,True,,3,0,3,171,126,0,peripheral,32.0,0.002014986,5.2e-05,0.259540122,0.001075791,6.87e-05,20.0,0.198104603,26114.0,3.0,1094.0,0.33203125,0.457134126,5.0,True,False
9606.ENSP00000230050,RPS12,RS12_HUMAN,P25398,40S ribosomal protein S12,1,CEGs,DEPMAP-CEG,CEG_combined,1208,1208,100.0,1,0,1,0,1,True,,0,0,0,243,103,0,peripheral,260.0,0.016371765,6.99e-06,0.286338323,0.0707374,0.000206755,112.0,0.435820556,240493.0,17.0,842.0,0.045236686,1.832576438,2.0,True,False
9606.ENSP00000230340,BYSL,BYST_HUMAN,Q13895,Bystin,1,CEGs,DEPMAP-CEG,CEG_combined,1206,1208,99.83,0,0,0,0,0,False,,0,0,0,2,1,0,peripheral,230.0,0.014482715,0.001339809,0.277443581,0.042065571,0.000202771,87.0,0.349087554,208734.0,17.0,842.0,0.092476371,1.4393363,4.0,True,False
9606.ENSP00000230640,MTREX,MTREX_HUMAN,P42285,Exosome RNA helicase MTR4,1,UNLABELED,DEPMAP-CEG,CEG_combined,1203,1208,99.59,0,0,0,0,0,False,,0,0,0,254,246,0,peripheral,182.0,0.011460236,0.001253589,0.263301729,0.019780176,0.000180474,87.0,0.271707558,157071.0,17.0,842.0,0.420540997,0.41691194,2.0,True,False
9606.ENSP00000231238,TTC1,TTC1_HUMAN,B2RCT2,Tetratricopeptide repeat protein 1,1,CEGs,DEPMAP-CEG,CEG_combined,1173,1208,97.1,0,0,0,0,0,False,,0,0,0,0,0,0,connector,10.0,0.000629683,2.67e-05,0.254850819,0.00011669,2.96e-05,9.0,0.195831713,8018.0,3.0,1094.0,0.68,-0.556787424,4.0,True,False
9606.ENSP00000231498,NUP155,NU155_HUMAN,O75694,Nuclear pore complex protein Nup155,1,CEGs,DEPMAP-CEG,CEG_combined,1178,1208,97.52,0,0,0,0,0,False,,0,0,0,12,4,0,peripheral,46.0,0.002896543,0.000185471,0.249652204,0.000224647,9.46e-05,29.0,0.549309204,42782.0,11.0,893.0,0.274102079,0.289163169,4.0,True,False
9606.ENSP00000231668,BNIP1,SEC20_HUMAN,D3DQM3,Vesicle transport protein SEC20,1,CEGs,DEPMAP-intermediate,CEG_combined,680,1208,56.29,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,45.0,0.002833575,0.000342043,0.247779445,1.97e-05,0.000102269,28.0,0.46464988,38201.0,25.0,998.0,0.279506173,1.599627275,4.0,True,True
9606.ENSP00000232888,RRP9,U3IP2_HUMAN,B2R996,U3 small nucleolar RNA-interacting protein 2,1,CEGs,DEPMAP-CEG,CEG_combined,1084,1208,89.74,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,158.0,0.009948996,5.58e-05,0.267004729,0.029243468,0.00013368,87.0,0.464408895,142069.0,17.0,842.0,0.108075629,0.652856023,2.0,True,False
9606.ENSP00000233893,HSPE1,CH10_HUMAN,O95421,"10 kDa heat shock protein, mitochondrial",1,CEGs,DEPMAP-CEG,CEG_combined,1165,1165,100.0,0,0,0,0,0,False,,0,0,0,371,260,0,peripheral,49.0,0.003085448,0.00029377,0.269004017,0.000865637,9.61e-05,26.0,0.258828841,40746.0,3.0,1094.0,0.376509788,1.036517869,3.0,True,False
9606.ENSP00000234170,CEBPZ,CEBPZ_HUMAN,Q03701,CCAAT/enhancer-binding protein zeta,1,UNLABELED,DEPMAP-CEG,CEG_combined,1129,1208,93.46,0,0,0,0,0,False,,2,0,1,2,1,0,peripheral,120.0,0.007556199,9.63e-05,0.248449441,0.01433984,0.000103902,79.0,0.529667557,104612.0,17.0,842.0,0.080833333,0.270851317,3.0,True,False
9606.ENSP00000237380,MED28,MED28_HUMAN,Q9BZJ5,,1,CEGs,DEPMAP-CEG,CEG_combined,1167,1208,96.61,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,99.0,0.006233864,7.22e-05,0.265112898,0.002561546,0.00010539,87.0,0.735327968,88184.0,7.0,1183.0,0.039791858,1.2492224,2.0,True,True
9606.ENSP00000237530,RPN2,RPN2_HUMAN,P04844,,1,CEGs,DEPMAP-CEG,CEG_combined,1098,1208,90.89,0,0,0,0,0,False,,0,0,0,10,3,0,peripheral,29.0,0.001826081,0.000212363,0.237215672,0.001393174,7.27e-05,15.0,0.480860635,27565.0,17.0,842.0,0.237812128,-0.740337609,1.0,True,False
9606.ENSP00000238112,CPSF3,CPSF3_HUMAN,O14769,,1,CEGs,DEPMAP-CEG,CEG_combined,1198,1208,99.17,0,0,0,0,0,False,,0,0,0,6,1,0,peripheral,60.0,0.0037781,0.000439533,0.248480594,0.000240521,0.000127334,25.0,0.242908833,52995.0,11.0,893.0,0.349444444,0.539621665,4.0,True,False
9606.ENSP00000240922,NAA50,NAA50_HUMAN,D3DN74,N-alpha-acetyltransferase 50,1,CEGs,DEPMAP-CEG,CEG_combined,1204,1208,99.67,0,0,0,0,0,False,,0,0,0,59,23,0,peripheral,12.0,0.00075562,1.52e-06,0.207291818,6.14e-06,5.59e-05,9.0,0.74349455,11255.0,19.0,419.0,0.152777778,0.336307432,1.0,True,False
9606.ENSP00000243253,SEC61A1,S61A1_HUMAN,P38378,,1,CEGs,DEPMAP-CEG,CEG_combined,1204,1208,99.67,0,0,0,0,0,False,,1,0,0,8,2,0,peripheral,217.0,0.013664127,0.002172728,0.280996037,0.056589276,0.000220346,112.0,0.43492984,189433.0,17.0,842.0,0.24336894,1.091037892,7.0,True,False
9606.ENSP00000243706,HAUS3,HAUS3_HUMAN,B4DF64,HAUS augmin-like complex subunit 3,1,CEGs,DEPMAP-CEG,CEG_combined,1143,1208,94.62,0,0,0,0,0,False,,1,0,1,0,0,0,peripheral,10.0,0.000629683,0.0,0.205448489,1.25e-06,4.43e-05,9.0,0.799759317,9455.0,5.0,888.0,0.0,-0.509726912,0.0,True,False
9606.ENSP00000243918,SYS1,SYS1_HUMAN,C9JFB3,Protein SYS1 homolog,1,CEGs,DEPMAP-CEG,CEG_combined,1145,1208,94.78,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,4.0,0.000251873,7.84e-06,0.188016756,1.26e-07,2.46e-05,4.0,0.264401352,3332.0,25.0,998.0,0.375,-0.74530225,1.0,True,False
9606.ENSP00000244230,MPHOSPH10,MPP10_HUMAN,A0AVJ8,,1,CEGs,DEPMAP-CEG,CEG_combined,1160,1208,96.03,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,169.0,0.010641647,9.14e-05,0.267004725,0.029370833,0.000141342,87.0,0.453451095,151568.0,17.0,842.0,0.09019292,0.787681213,1.0,True,False
9606.ENSP00000244520,SNRPC,RU1C_HUMAN,P09234,U1 small nuclear ribonucleoprotein C,1,UNLABELED,DEPMAP-CEG,CEG_combined,1182,1208,97.85,0,0,0,0,0,False,,0,0,0,0,0,0,peripheral,78.0,0.00491153,8.05e-05,0.250646659,0.001318598,0.000101519,49.0,0.496172127,70453.0,11.0,893.0,0.098619329,1.263168432,2.0,True,False
9606.ENSP00000245838,THOC2,THOC2_HUMAN,A6NM50,THO complex subunit 2,1,CEGs,DEPMAP-CEG,CEG_combined,1199,1208,99.25,0,0,0,0,0,False,,0,0,0,4,2,0,peripheral,39.0,0.002455765,0.000221174,0.248396665,0.000271503,6.85e-05,24.0,0.302278949,34529.0,11.0,893.0,0.235371466,0.15001956,4.0,True,True
